order_id,order_date,region,warehouse,customer_segment,sku_id,category,product_name,quantity,unit_price,unit_cost,discount_rate,revenue,gross_profit,order_status
ORD-502169,2026-02-27,West,Los Angeles DC,Small Business,SKU-1006,Home,Kitchen Organizer,1,100.06,51.21,0.15,85.05,33.84,Completed
ORD-502170,2026-02-27,East,New Jersey DC,Consumer,SKU-1001,Electronics,Noise-Canceling Headphones,1,202.4,94.45,0,202.4,107.95,Completed
ORD-502171,2026-02-27,West,Denver DC,Small Business,SKU-1001,Electronics,Noise-Canceling Headphones,3,202.4,94.45,0.15,516.12,232.77,Completed
ORD-502172,2026-02-27,West,Los Angeles DC,Enterprise,SKU-1006,Home,Kitchen Organizer,1,100.06,51.21,0.05,95.06,43.85,Completed
ORD-502173,2026-02-27,East,New Jersey DC,Consumer,SKU-1005,Home,Bedding Set,1,134.44,81.31,0,134.44,53.13,Completed
ORD-502174,2026-02-27,East,Atlanta DC,Enterprise,SKU-1010,Beauty,Skin Care Kit,1,212.38,144.24,0.15,180.52,36.28,Completed
ORD-502175,2026-02-27,West,Seattle DC,Enterprise,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0,132.63,73.57,Completed
ORD-502176,2026-02-27,West,Seattle DC,Small Business,SKU-1012,Beauty,Fragrance Set,2,138.55,68.54,0.1,249.39,112.31,Completed
ORD-502177,2026-02-27,Central,Minneapolis DC,Consumer,SKU-1011,Beauty,Hair Dryer,2,35.1,16.43,0,70.2,37.34,Returned
ORD-502178,2026-02-27,West,Denver DC,Small Business,SKU-1004,Home,Air Purifier,2,39.43,23.74,0.05,74.92,27.44,Returned
ORD-502179,2026-02-27,East,Atlanta DC,Enterprise,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0,145.86,64.48,Completed
ORD-502180,2026-02-27,West,Denver DC,Small Business,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0.15,220.9,48.96,Completed
ORD-502181,2026-02-27,West,Los Angeles DC,Consumer,SKU-1008,Apparel,Running Shoes,1,88.43,59.11,0.1,79.59,20.48,Completed
ORD-502182,2026-02-27,East,New Jersey DC,Consumer,SKU-1002,Electronics,Smart Home Hub,2,202.52,137.45,0,405.04,130.14,Completed
ORD-502183,2026-02-28,East,Miami DC,Consumer,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0,35.1,18.67,Returned
ORD-502184,2026-02-28,East,Miami DC,Small Business,SKU-1004,Home,Air Purifier,3,39.43,23.74,0,118.29,47.07,Completed
ORD-502185,2026-02-28,East,New Jersey DC,Small Business,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0,132.63,73.57,Completed
ORD-502186,2026-02-28,East,New Jersey DC,Consumer,SKU-1002,Electronics,Smart Home Hub,3,202.52,137.45,0,607.56,195.21,Completed
ORD-502187,2026-02-28,East,Atlanta DC,Consumer,SKU-1005,Home,Bedding Set,1,134.44,81.31,0.1,121.0,39.69,Cancelled
ORD-502188,2026-02-28,West,Denver DC,Small Business,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0,138.55,70.01,Completed
ORD-502189,2026-02-28,West,Los Angeles DC,Enterprise,SKU-1005,Home,Bedding Set,1,134.44,81.31,0.05,127.72,46.41,Returned
ORD-502190,2026-02-28,West,Los Angeles DC,Small Business,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0.1,233.89,61.95,Completed
ORD-502191,2026-02-28,Central,Minneapolis DC,Enterprise,SKU-1010,Beauty,Skin Care Kit,1,212.38,144.24,0.05,201.76,57.52,Completed
ORD-502192,2026-02-28,West,Denver DC,Small Business,SKU-1010,Beauty,Skin Care Kit,2,212.38,144.24,0.15,361.05,72.57,Completed
ORD-502193,2026-02-28,East,Miami DC,Enterprise,SKU-1008,Apparel,Running Shoes,3,88.43,59.11,0.05,252.03,74.7,Completed
ORD-502194,2026-02-28,West,Denver DC,Enterprise,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0.05,131.62,63.08,Completed
ORD-502195,2026-02-28,Central,Chicago DC,Enterprise,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0.15,220.9,48.96,Cancelled
ORD-502196,2026-02-28,West,Seattle DC,Enterprise,SKU-1010,Beauty,Skin Care Kit,1,212.38,144.24,0,212.38,68.14,Completed
ORD-502197,2026-02-28,West,Los Angeles DC,Consumer,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0,35.1,18.67,Completed
ORD-502198,2026-02-28,West,Los Angeles DC,Small Business,SKU-1007,Apparel,Performance Jacket,3,259.88,171.94,0,779.64,263.82,Returned
ORD-502199,2026-02-28,Central,Dallas DC,Consumer,SKU-1006,Home,Kitchen Organizer,1,100.06,51.21,0.05,95.06,43.85,Completed
ORD-502200,2026-02-28,East,Atlanta DC,Consumer,SKU-1005,Home,Bedding Set,3,134.44,81.31,0.1,362.99,119.06,Completed
ORD-502201,2026-02-28,East,Miami DC,Consumer,SKU-1003,Electronics,Portable Charger,2,132.63,59.06,0,265.26,147.14,Completed
ORD-502202,2026-02-28,East,Miami DC,Enterprise,SKU-1002,Electronics,Smart Home Hub,1,202.52,137.45,0.05,192.39,54.94,Completed
ORD-502203,2026-02-28,East,Atlanta DC,Small Business,SKU-1001,Electronics,Noise-Canceling Headphones,2,202.4,94.45,0.05,384.56,195.66,Completed
ORD-502204,2026-02-28,Central,Dallas DC,Small Business,SKU-1002,Electronics,Smart Home Hub,2,202.52,137.45,0,405.04,130.14,Completed
ORD-502205,2026-02-28,East,New Jersey DC,Consumer,SKU-1004,Home,Air Purifier,1,39.43,23.74,0.15,33.52,9.78,Completed
ORD-502206,2026-02-28,Central,Chicago DC,Enterprise,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0,259.88,87.94,Completed
ORD-502207,2026-02-28,Central,Chicago DC,Small Business,SKU-1006,Home,Kitchen Organizer,1,100.06,51.21,0,100.06,48.85,Completed
ORD-502208,2026-02-28,East,Atlanta DC,Small Business,SKU-1005,Home,Bedding Set,3,134.44,81.31,0.05,383.15,139.22,Completed
ORD-502209,2026-02-28,East,New Jersey DC,Consumer,SKU-1006,Home,Kitchen Organizer,2,100.06,51.21,0.15,170.1,67.68,Completed
ORD-502210,2026-02-28,Central,Dallas DC,Consumer,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0,35.1,18.67,Completed
ORD-502211,2026-02-28,Central,Dallas DC,Consumer,SKU-1010,Beauty,Skin Care Kit,1,212.38,144.24,0,212.38,68.14,Completed
ORD-502212,2026-02-28,East,New Jersey DC,Small Business,SKU-1011,Beauty,Hair Dryer,3,35.1,16.43,0.05,100.04,50.75,Returned
ORD-502213,2026-02-28,Central,Minneapolis DC,Consumer,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0.1,124.7,56.16,Completed
ORD-502214,2026-02-28,East,Miami DC,Enterprise,SKU-1006,Home,Kitchen Organizer,2,100.06,51.21,0.15,170.1,67.68,Completed
ORD-502215,2026-02-28,Central,Dallas DC,Enterprise,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0.15,117.77,49.23,Completed
ORD-502216,2026-02-28,West,Denver DC,Enterprise,SKU-1009,Apparel,Travel Backpack,2,145.86,81.38,0.05,277.13,114.37,Completed
ORD-502217,2026-02-28,East,New Jersey DC,Small Business,SKU-1002,Electronics,Smart Home Hub,3,202.52,137.45,0.15,516.43,104.08,Completed
ORD-502218,2026-02-28,Central,Minneapolis DC,Small Business,SKU-1007,Apparel,Performance Jacket,2,259.88,171.94,0,519.76,175.88,Completed
ORD-502219,2026-02-28,West,Denver DC,Enterprise,SKU-1005,Home,Bedding Set,1,134.44,81.31,0.15,114.27,32.96,Completed
ORD-502220,2026-02-28,East,New Jersey DC,Consumer,SKU-1006,Home,Kitchen Organizer,4,100.06,51.21,0,400.24,195.4,Completed
ORD-502221,2026-02-28,Central,Minneapolis DC,Enterprise,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0.15,220.9,48.96,Completed
ORD-502222,2026-02-28,East,New Jersey DC,Consumer,SKU-1011,Beauty,Hair Dryer,2,35.1,16.43,0,70.2,37.34,Completed
ORD-502223,2026-02-28,East,Miami DC,Small Business,SKU-1002,Electronics,Smart Home Hub,1,202.52,137.45,0.05,192.39,54.94,Completed
ORD-502224,2026-02-28,East,Atlanta DC,Small Business,SKU-1004,Home,Air Purifier,1,39.43,23.74,0,39.43,15.69,Completed
ORD-502225,2026-02-28,East,Atlanta DC,Small Business,SKU-1009,Apparel,Travel Backpack,2,145.86,81.38,0.15,247.96,85.2,Completed
ORD-502226,2026-02-28,East,New Jersey DC,Consumer,SKU-1010,Beauty,Skin Care Kit,1,212.38,144.24,0,212.38,68.14,Completed
ORD-502227,2026-02-28,East,Atlanta DC,Consumer,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0,145.86,64.48,Completed
ORD-502228,2026-02-28,West,Los Angeles DC,Enterprise,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0,138.55,70.01,Completed
ORD-502229,2026-03-01,West,Los Angeles DC,Enterprise,SKU-1012,Beauty,Fragrance Set,2,138.55,68.54,0.1,249.39,112.31,Completed
ORD-502230,2026-03-01,West,Seattle DC,Small Business,SKU-1001,Electronics,Noise-Canceling Headphones,2,202.4,94.45,0,404.8,215.9,Completed
ORD-502231,2026-03-01,Central,Dallas DC,Consumer,SKU-1001,Electronics,Noise-Canceling Headphones,1,202.4,94.45,0.1,182.16,87.71,Completed
ORD-502232,2026-03-01,Central,Chicago DC,Enterprise,SKU-1004,Home,Air Purifier,2,39.43,23.74,0,78.86,31.38,Completed
ORD-502233,2026-03-01,East,Miami DC,Consumer,SKU-1004,Home,Air Purifier,2,39.43,23.74,0.15,67.03,19.55,Completed
ORD-502234,2026-03-01,West,Denver DC,Consumer,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0.05,126.0,66.94,Completed
ORD-502235,2026-03-01,West,Los Angeles DC,Enterprise,SKU-1008,Apparel,Running Shoes,1,88.43,59.11,0,88.43,29.32,Returned
ORD-502236,2026-03-01,Central,Chicago DC,Enterprise,SKU-1002,Electronics,Smart Home Hub,2,202.52,137.45,0,405.04,130.14,Completed
ORD-502237,2026-03-01,West,Denver DC,Enterprise,SKU-1004,Home,Air Purifier,1,39.43,23.74,0,39.43,15.69,Completed
ORD-502238,2026-03-01,East,Atlanta DC,Enterprise,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0.15,112.74,53.68,Completed
ORD-502239,2026-03-01,Central,Chicago DC,Small Business,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0.1,119.37,60.31,Completed
ORD-502240,2026-03-01,West,Denver DC,Small Business,SKU-1004,Home,Air Purifier,1,39.43,23.74,0,39.43,15.69,Completed
ORD-502241,2026-03-01,West,Los Angeles DC,Small Business,SKU-1001,Electronics,Noise-Canceling Headphones,3,202.4,94.45,0.05,576.84,293.49,Completed
ORD-502242,2026-03-01,Central,Dallas DC,Enterprise,SKU-1005,Home,Bedding Set,3,134.44,81.31,0,403.32,159.39,Completed
ORD-502243,2026-03-01,Central,Minneapolis DC,Small Business,SKU-1004,Home,Air Purifier,1,39.43,23.74,0.1,35.49,11.75,Completed
ORD-502244,2026-03-01,Central,Minneapolis DC,Small Business,SKU-1007,Apparel,Performance Jacket,3,259.88,171.94,0.15,662.69,146.87,Completed
ORD-502245,2026-03-01,West,Denver DC,Small Business,SKU-1001,Electronics,Noise-Canceling Headphones,1,202.4,94.45,0,202.4,107.95,Completed
ORD-502246,2026-03-01,Central,Chicago DC,Enterprise,SKU-1002,Electronics,Smart Home Hub,1,202.52,137.45,0,202.52,65.07,Completed
ORD-502247,2026-03-01,West,Los Angeles DC,Enterprise,SKU-1002,Electronics,Smart Home Hub,1,202.52,137.45,0,202.52,65.07,Cancelled
ORD-502248,2026-03-01,Central,Chicago DC,Consumer,SKU-1006,Home,Kitchen Organizer,3,100.06,51.21,0.15,255.15,101.52,Completed
ORD-502249,2026-03-01,East,Miami DC,Enterprise,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0.05,126.0,66.94,Completed
ORD-502250,2026-03-01,West,Los Angeles DC,Consumer,SKU-1004,Home,Air Purifier,1,39.43,23.74,0,39.43,15.69,Completed
ORD-502251,2026-03-01,Central,Dallas DC,Small Business,SKU-1012,Beauty,Fragrance Set,2,138.55,68.54,0.15,235.54,98.46,Completed
ORD-502252,2026-03-01,West,Seattle DC,Small Business,SKU-1002,Electronics,Smart Home Hub,1,202.52,137.45,0.15,172.14,34.69,Completed
ORD-502253,2026-03-01,East,Atlanta DC,Enterprise,SKU-1004,Home,Air Purifier,2,39.43,23.74,0.1,70.97,23.49,Completed
ORD-502254,2026-03-01,East,Miami DC,Consumer,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0.05,126.0,66.94,Completed
ORD-502255,2026-03-01,East,Miami DC,Enterprise,SKU-1004,Home,Air Purifier,4,39.43,23.74,0.15,134.06,39.1,Completed
ORD-502256,2026-03-01,Central,Chicago DC,Small Business,SKU-1001,Electronics,Noise-Canceling Headphones,3,202.4,94.45,0.1,546.48,263.13,Completed
ORD-502257,2026-03-01,West,Denver DC,Enterprise,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0,35.1,18.67,Completed
ORD-502258,2026-03-01,East,Miami DC,Enterprise,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0,35.1,18.67,Completed
ORD-502259,2026-03-01,Central,Chicago DC,Enterprise,SKU-1008,Apparel,Running Shoes,1,88.43,59.11,0,88.43,29.32,Completed
ORD-502260,2026-03-01,East,Atlanta DC,Consumer,SKU-1012,Beauty,Fragrance Set,4,138.55,68.54,0,554.2,280.04,Completed
ORD-502261,2026-03-01,West,Seattle DC,Consumer,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0.15,220.9,48.96,Completed
ORD-502262,2026-03-01,West,Los Angeles DC,Enterprise,SKU-1001,Electronics,Noise-Canceling Headphones,2,202.4,94.45,0,404.8,215.9,Completed
ORD-502263,2026-03-01,West,Seattle DC,Consumer,SKU-1010,Beauty,Skin Care Kit,1,212.38,144.24,0.1,191.14,46.9,Completed
ORD-502264,2026-03-01,Central,Chicago DC,Consumer,SKU-1005,Home,Bedding Set,1,134.44,81.31,0.05,127.72,46.41,Completed
ORD-502265,2026-03-01,East,Miami DC,Small Business,SKU-1006,Home,Kitchen Organizer,1,100.06,51.21,0,100.06,48.85,Completed
ORD-502266,2026-03-01,Central,Minneapolis DC,Consumer,SKU-1005,Home,Bedding Set,2,134.44,81.31,0,268.88,106.26,Returned
ORD-502267,2026-03-01,Central,Minneapolis DC,Small Business,SKU-1010,Beauty,Skin Care Kit,2,212.38,144.24,0,424.76,136.28,Completed
ORD-502268,2026-03-01,East,Atlanta DC,Consumer,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0.1,124.7,56.16,Completed
ORD-502269,2026-03-01,East,New Jersey DC,Consumer,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0.15,123.98,42.6,Completed
ORD-502270,2026-03-01,Central,Dallas DC,Enterprise,SKU-1010,Beauty,Skin Care Kit,2,212.38,144.24,0.15,361.05,72.57,Completed
ORD-502271,2026-03-02,Central,Chicago DC,Small Business,SKU-1009,Apparel,Travel Backpack,2,145.86,81.38,0,291.72,128.96,Completed
ORD-502272,2026-03-02,East,New Jersey DC,Enterprise,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0,145.86,64.48,Completed
ORD-502273,2026-03-02,Central,Dallas DC,Small Business,SKU-1004,Home,Air Purifier,2,39.43,23.74,0.1,70.97,23.49,Completed
ORD-502274,2026-03-02,East,Atlanta DC,Small Business,SKU-1004,Home,Air Purifier,1,39.43,23.74,0,39.43,15.69,Completed
ORD-502275,2026-03-02,Central,Dallas DC,Consumer,SKU-1007,Apparel,Performance Jacket,2,259.88,171.94,0.1,467.78,123.9,Completed
ORD-502276,2026-03-02,East,Atlanta DC,Small Business,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0.1,233.89,61.95,Completed
ORD-502277,2026-03-02,East,New Jersey DC,Enterprise,SKU-1002,Electronics,Smart Home Hub,1,202.52,137.45,0.15,172.14,34.69,Completed
ORD-502278,2026-03-02,East,Miami DC,Small Business,SKU-1010,Beauty,Skin Care Kit,1,212.38,144.24,0.1,191.14,46.9,Completed
ORD-502279,2026-03-02,Central,Dallas DC,Consumer,SKU-1008,Apparel,Running Shoes,1,88.43,59.11,0,88.43,29.32,Completed
ORD-502280,2026-03-02,Central,Dallas DC,Small Business,SKU-1007,Apparel,Performance Jacket,2,259.88,171.94,0,519.76,175.88,Completed
ORD-502281,2026-03-02,West,Los Angeles DC,Small Business,SKU-1005,Home,Bedding Set,1,134.44,81.31,0,134.44,53.13,Completed
ORD-502282,2026-03-02,East,Miami DC,Small Business,SKU-1002,Electronics,Smart Home Hub,2,202.52,137.45,0.15,344.28,69.38,Completed
ORD-502283,2026-03-02,West,Los Angeles DC,Small Business,SKU-1008,Apparel,Running Shoes,1,88.43,59.11,0,88.43,29.32,Completed
ORD-502284,2026-03-02,Central,Minneapolis DC,Small Business,SKU-1004,Home,Air Purifier,2,39.43,23.74,0,78.86,31.38,Completed
ORD-502285,2026-03-02,West,Denver DC,Consumer,SKU-1002,Electronics,Smart Home Hub,1,202.52,137.45,0.05,192.39,54.94,Completed
ORD-502286,2026-03-02,East,Miami DC,Small Business,SKU-1007,Apparel,Performance Jacket,2,259.88,171.94,0,519.76,175.88,Completed
ORD-502287,2026-03-02,Central,Dallas DC,Consumer,SKU-1004,Home,Air Purifier,2,39.43,23.74,0.15,67.03,19.55,Completed
ORD-502288,2026-03-02,East,Atlanta DC,Small Business,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0.05,138.57,57.19,Completed
ORD-502289,2026-03-02,West,Los Angeles DC,Enterprise,SKU-1012,Beauty,Fragrance Set,2,138.55,68.54,0.05,263.25,126.16,Completed
ORD-502290,2026-03-02,East,New Jersey DC,Small Business,SKU-1008,Apparel,Running Shoes,1,88.43,59.11,0,88.43,29.32,Completed
ORD-502291,2026-03-03,East,New Jersey DC,Small Business,SKU-1010,Beauty,Skin Care Kit,1,212.38,144.24,0.1,191.14,46.9,Returned
ORD-502292,2026-03-03,West,Seattle DC,Enterprise,SKU-1003,Electronics,Portable Charger,2,132.63,59.06,0,265.26,147.14,Completed
ORD-502293,2026-03-03,Central,Minneapolis DC,Enterprise,SKU-1001,Electronics,Noise-Canceling Headphones,1,202.4,94.45,0,202.4,107.95,Completed
ORD-502294,2026-03-03,East,New Jersey DC,Small Business,SKU-1012,Beauty,Fragrance Set,2,138.55,68.54,0.15,235.54,98.46,Completed
ORD-502295,2026-03-03,Central,Chicago DC,Enterprise,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0.15,29.84,13.41,Completed
ORD-502296,2026-03-03,West,Los Angeles DC,Consumer,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0.15,112.74,53.68,Completed
ORD-502297,2026-03-03,East,Atlanta DC,Enterprise,SKU-1004,Home,Air Purifier,2,39.43,23.74,0.1,70.97,23.49,Completed
ORD-502298,2026-03-03,Central,Minneapolis DC,Small Business,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0,145.86,64.48,Completed
ORD-502299,2026-03-03,West,Seattle DC,Consumer,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0,259.88,87.94,Completed
ORD-502300,2026-03-03,East,New Jersey DC,Small Business,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0,35.1,18.67,Completed
ORD-502301,2026-03-03,Central,Dallas DC,Small Business,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0,259.88,87.94,Completed
ORD-502302,2026-03-03,Central,Dallas DC,Enterprise,SKU-1004,Home,Air Purifier,1,39.43,23.74,0.15,33.52,9.78,Completed
ORD-502303,2026-03-03,West,Denver DC,Small Business,SKU-1005,Home,Bedding Set,1,134.44,81.31,0,134.44,53.13,Completed
ORD-502304,2026-03-03,Central,Chicago DC,Enterprise,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0.05,126.0,66.94,Completed
ORD-502305,2026-03-03,West,Denver DC,Enterprise,SKU-1010,Beauty,Skin Care Kit,1,212.38,144.24,0.05,201.76,57.52,Completed
ORD-502306,2026-03-03,East,Miami DC,Enterprise,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0,132.63,73.57,Completed
ORD-502307,2026-03-03,West,Seattle DC,Consumer,SKU-1009,Apparel,Travel Backpack,2,145.86,81.38,0.15,247.96,85.2,Completed
ORD-502308,2026-03-03,West,Denver DC,Small Business,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0,132.63,73.57,Completed
ORD-502309,2026-03-03,East,Atlanta DC,Enterprise,SKU-1006,Home,Kitchen Organizer,1,100.06,51.21,0.05,95.06,43.85,Completed
ORD-502310,2026-03-03,West,Los Angeles DC,Small Business,SKU-1012,Beauty,Fragrance Set,2,138.55,68.54,0.1,249.39,112.31,Completed
ORD-502311,2026-03-03,Central,Chicago DC,Small Business,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0.05,131.62,63.08,Completed
ORD-502312,2026-03-03,West,Seattle DC,Consumer,SKU-1001,Electronics,Noise-Canceling Headphones,4,202.4,94.45,0.15,688.16,310.36,Completed
ORD-502313,2026-03-03,East,New Jersey DC,Consumer,SKU-1010,Beauty,Skin Care Kit,1,212.38,144.24,0.1,191.14,46.9,Completed
ORD-502314,2026-03-03,East,New Jersey DC,Consumer,SKU-1012,Beauty,Fragrance Set,2,138.55,68.54,0,277.1,140.02,Completed
ORD-502315,2026-03-03,Central,Dallas DC,Small Business,SKU-1011,Beauty,Hair Dryer,2,35.1,16.43,0,70.2,37.34,Completed
ORD-502316,2026-03-03,West,Seattle DC,Enterprise,SKU-1004,Home,Air Purifier,1,39.43,23.74,0,39.43,15.69,Completed
ORD-502317,2026-03-03,East,New Jersey DC,Enterprise,SKU-1005,Home,Bedding Set,1,134.44,81.31,0,134.44,53.13,Completed
ORD-502318,2026-03-03,Central,Dallas DC,Consumer,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0.05,246.89,74.95,Completed
ORD-502319,2026-03-03,West,Denver DC,Small Business,SKU-1008,Apparel,Running Shoes,1,88.43,59.11,0.15,75.17,16.06,Completed
ORD-502320,2026-03-03,Central,Dallas DC,Enterprise,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0.15,29.84,13.41,Completed
ORD-502321,2026-03-03,Central,Chicago DC,Enterprise,SKU-1001,Electronics,Noise-Canceling Headphones,1,202.4,94.45,0.05,192.28,97.83,Completed
ORD-502322,2026-03-03,East,New Jersey DC,Consumer,SKU-1006,Home,Kitchen Organizer,2,100.06,51.21,0,200.12,97.7,Returned
ORD-502323,2026-03-03,East,New Jersey DC,Enterprise,SKU-1012,Beauty,Fragrance Set,3,138.55,68.54,0,415.65,210.03,Returned
ORD-502324,2026-03-03,Central,Minneapolis DC,Small Business,SKU-1002,Electronics,Smart Home Hub,1,202.52,137.45,0.15,172.14,34.69,Completed
ORD-502325,2026-03-03,West,Seattle DC,Consumer,SKU-1010,Beauty,Skin Care Kit,3,212.38,144.24,0.1,573.43,140.71,Completed
ORD-502326,2026-03-03,Central,Dallas DC,Enterprise,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0,138.55,70.01,Completed
ORD-502327,2026-03-03,West,Los Angeles DC,Enterprise,SKU-1012,Beauty,Fragrance Set,2,138.55,68.54,0,277.1,140.02,Completed
ORD-502328,2026-03-03,East,Atlanta DC,Small Business,SKU-1012,Beauty,Fragrance Set,2,138.55,68.54,0.05,263.25,126.16,Completed
ORD-502329,2026-03-03,West,Seattle DC,Consumer,SKU-1005,Home,Bedding Set,1,134.44,81.31,0.1,121.0,39.69,Completed
ORD-502330,2026-03-03,East,New Jersey DC,Small Business,SKU-1006,Home,Kitchen Organizer,1,100.06,51.21,0,100.06,48.85,Completed
ORD-502331,2026-03-03,Central,Chicago DC,Small Business,SKU-1005,Home,Bedding Set,1,134.44,81.31,0.15,114.27,32.96,Completed
ORD-502332,2026-03-03,West,Seattle DC,Enterprise,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0,35.1,18.67,Completed
ORD-502333,2026-03-03,East,Atlanta DC,Consumer,SKU-1002,Electronics,Smart Home Hub,2,202.52,137.45,0,405.04,130.14,Completed
ORD-502334,2026-03-03,West,Seattle DC,Consumer,SKU-1004,Home,Air Purifier,2,39.43,23.74,0.15,67.03,19.55,Completed
ORD-502335,2026-03-04,East,New Jersey DC,Enterprise,SKU-1003,Electronics,Portable Charger,2,132.63,59.06,0,265.26,147.14,Completed
ORD-502336,2026-03-04,West,Seattle DC,Enterprise,SKU-1005,Home,Bedding Set,1,134.44,81.31,0.05,127.72,46.41,Completed
ORD-502337,2026-03-04,East,Miami DC,Small Business,SKU-1006,Home,Kitchen Organizer,3,100.06,51.21,0,300.18,146.55,Completed
ORD-502338,2026-03-04,East,Miami DC,Consumer,SKU-1011,Beauty,Hair Dryer,2,35.1,16.43,0.1,63.18,30.32,Completed
ORD-502339,2026-03-04,East,New Jersey DC,Small Business,SKU-1002,Electronics,Smart Home Hub,1,202.52,137.45,0.05,192.39,54.94,Completed
ORD-502340,2026-03-04,East,Atlanta DC,Consumer,SKU-1011,Beauty,Hair Dryer,2,35.1,16.43,0.15,59.67,26.81,Completed
ORD-502341,2026-03-04,East,Miami DC,Enterprise,SKU-1005,Home,Bedding Set,1,134.44,81.31,0.1,121.0,39.69,Completed
ORD-502342,2026-03-04,Central,Minneapolis DC,Enterprise,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0.15,220.9,48.96,Completed
ORD-502343,2026-03-04,West,Denver DC,Small Business,SKU-1001,Electronics,Noise-Canceling Headphones,2,202.4,94.45,0,404.8,215.9,Returned
ORD-502344,2026-03-04,East,Atlanta DC,Enterprise,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0.1,131.27,49.89,Completed
ORD-502345,2026-03-04,West,Denver DC,Small Business,SKU-1001,Electronics,Noise-Canceling Headphones,1,202.4,94.45,0,202.4,107.95,Completed
ORD-502346,2026-03-04,Central,Chicago DC,Consumer,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0.05,33.34,16.91,Completed
ORD-502347,2026-03-04,Central,Chicago DC,Consumer,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0,132.63,73.57,Completed
ORD-502348,2026-03-04,Central,Chicago DC,Small Business,SKU-1005,Home,Bedding Set,2,134.44,81.31,0,268.88,106.26,Completed
ORD-502349,2026-03-04,West,Seattle DC,Enterprise,SKU-1005,Home,Bedding Set,2,134.44,81.31,0.05,255.44,92.82,Completed
ORD-502350,2026-03-04,East,Atlanta DC,Enterprise,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0.05,33.34,16.91,Completed
ORD-502351,2026-03-04,West,Seattle DC,Small Business,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0.15,123.98,42.6,Completed
ORD-502352,2026-03-04,East,Atlanta DC,Consumer,SKU-1009,Apparel,Travel Backpack,2,145.86,81.38,0,291.72,128.96,Completed
ORD-502353,2026-03-04,East,New Jersey DC,Small Business,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0,35.1,18.67,Returned
ORD-502354,2026-03-04,West,Los Angeles DC,Enterprise,SKU-1004,Home,Air Purifier,4,39.43,23.74,0,157.72,62.76,Completed
ORD-502355,2026-03-04,East,Atlanta DC,Enterprise,SKU-1002,Electronics,Smart Home Hub,1,202.52,137.45,0.15,172.14,34.69,Completed
ORD-502356,2026-03-04,Central,Chicago DC,Enterprise,SKU-1002,Electronics,Smart Home Hub,2,202.52,137.45,0.05,384.79,109.89,Completed
