request_id,customer_id,customer_segment,channel,account_age_days,prior_transactions_30d,prior_chargebacks_180d,failed_payment_attempts_24h,order_amount,shipping_distance_km,device_age_days,email_domain_age_days,ip_risk_score,billing_shipping_match,velocity_score
REQ-00000251,CUST-37180,enterprise,mobile,856,17,0,1,1535.83,199.7,184,1849,0.172,True,0.189
REQ-00000252,CUST-20239,consumer,call_center,702,7,1,1,1618.1,308.6,254,542,0.239,True,0.433
REQ-00000253,CUST-40383,consumer,mobile,182,3,0,0,1494.38,133.9,710,2210,0.191,True,0.118
REQ-00000254,CUST-99519,consumer,mobile,1311,6,1,0,935.55,289.9,787,1007,0.136,True,0.275
REQ-00000255,CUST-98617,enterprise,partner_api,1371,10,0,2,846.56,213.5,814,301,0.167,True,0.38
REQ-00000256,CUST-15332,consumer,call_center,1159,11,0,0,687.7,67.8,991,287,0.157,True,0.21
REQ-00000257,CUST-17879,enterprise,mobile,42,21,4,3,5741.93,3080.9,0,9,0.651,True,0.862
REQ-00000258,CUST-55183,consumer,web,1121,8,0,1,1449.76,30.2,289,2107,0.342,True,0.153
REQ-00000259,CUST-52178,small_business,mobile,944,18,0,1,1340.53,146.5,80,1717,0.208,True,0.034
REQ-00000260,CUST-51106,small_business,call_center,1367,16,0,0,545.12,218.5,942,1199,0.114,True,0.159
REQ-00000261,CUST-84823,small_business,web,1135,14,0,2,403.53,240.9,853,1267,0.068,True,0.304
REQ-00000262,CUST-73769,enterprise,web,955,6,0,0,1000.4,281.4,816,1038,0.101,True,0.183
REQ-00000263,CUST-65028,enterprise,partner_api,612,5,1,2,322.97,250.3,591,1305,0.156,False,0.231
REQ-00000264,CUST-29611,consumer,mobile,694,13,1,0,1301.09,274.7,700,503,0.062,True,0.041
REQ-00000265,CUST-25691,enterprise,call_center,556,18,0,0,426.52,131.7,360,1484,0.128,True,0.263
REQ-00000266,CUST-28946,small_business,mobile,327,11,0,1,300.26,135.5,799,2070,0.132,True,0.288
REQ-00000267,CUST-53933,consumer,partner_api,465,14,0,0,606.64,6.7,531,752,0.208,True,0.375
REQ-00000268,CUST-72652,consumer,web,1664,2,0,0,509.34,343.0,822,230,0.276,False,0.136
REQ-00000269,CUST-33916,small_business,web,490,8,1,2,489.36,322.4,162,1686,0.257,True,0.326
REQ-00000270,CUST-70480,consumer,web,25,24,4,3,4685.22,3868.2,6,16,0.681,False,0.687
REQ-00000271,CUST-59067,small_business,partner_api,641,15,0,0,1265.42,188.3,245,1022,0.102,True,0.057
REQ-00000272,CUST-12550,small_business,partner_api,680,11,0,1,1164.79,57.9,578,613,0.064,True,0.194
REQ-00000273,CUST-85769,consumer,partner_api,1092,13,1,0,1085.56,95.7,569,1818,0.317,True,0.365
REQ-00000274,CUST-91631,consumer,web,1554,6,0,0,1478.83,190.4,384,1444,0.074,True,0.156
REQ-00000275,CUST-74060,small_business,call_center,1442,2,0,0,356.26,93.1,176,922,0.063,True,0.101
REQ-00000276,CUST-50175,enterprise,web,1629,11,0,2,890.45,75.9,865,2094,0.338,True,0.423
REQ-00000277,CUST-32059,small_business,call_center,1209,6,0,1,268.07,136.3,689,183,0.274,True,0.277
REQ-00000278,CUST-86439,enterprise,call_center,35,26,2,5,3276.96,554.6,7,28,0.587,False,0.809
REQ-00000279,CUST-97615,enterprise,web,526,8,0,0,942.04,302.6,633,2269,0.283,True,0.034
REQ-00000280,CUST-49076,enterprise,web,203,9,0,1,1615.38,197.5,65,900,0.099,False,0.262
REQ-00000281,CUST-48671,consumer,partner_api,27,28,4,3,1903.28,3497.4,7,45,0.552,False,0.772
REQ-00000282,CUST-30183,enterprise,web,840,4,0,0,820.54,327.7,64,1414,0.191,True,0.325
REQ-00000283,CUST-82928,small_business,mobile,43,35,4,5,3184.31,649.3,5,41,0.811,False,0.727
REQ-00000284,CUST-82135,small_business,call_center,873,14,0,0,1792.8,74.4,992,2135,0.236,True,0.247
REQ-00000285,CUST-83681,small_business,web,660,1,0,0,272.18,49.5,375,1973,0.146,True,0.333
REQ-00000286,CUST-92264,consumer,call_center,1168,18,0,2,992.65,300.7,892,1961,0.18,True,0.311
REQ-00000287,CUST-45735,small_business,partner_api,1337,11,0,2,1097.05,334.9,114,1099,0.237,True,0.225
REQ-00000288,CUST-32514,enterprise,mobile,1741,11,1,0,1508.8,173.8,764,261,0.145,True,0.255
REQ-00000289,CUST-83139,enterprise,call_center,966,4,0,0,903.51,245.7,649,1089,0.142,True,0.176
REQ-00000290,CUST-43712,enterprise,call_center,8,31,3,3,4971.12,2213.2,10,21,0.756,False,0.917
REQ-00000291,CUST-67893,consumer,web,501,18,0,0,1721.5,231.5,169,1397,0.12,True,0.104
REQ-00000292,CUST-94778,enterprise,web,4,37,2,4,4010.6,627.2,4,11,0.711,False,0.727
REQ-00000293,CUST-64988,enterprise,partner_api,944,6,0,1,681.76,333.1,72,433,0.093,True,0.154
REQ-00000294,CUST-25360,small_business,call_center,961,17,1,0,1311.97,299.4,835,2150,0.122,False,0.312
REQ-00000295,CUST-75892,enterprise,mobile,394,10,0,0,639.43,151.7,62,372,0.115,True,0.282
REQ-00000296,CUST-99625,small_business,call_center,1153,12,0,0,335.0,334.5,73,2098,0.161,True,0.097
REQ-00000297,CUST-34762,small_business,web,442,10,0,1,467.82,210.0,777,2231,0.132,True,0.272
REQ-00000298,CUST-85921,small_business,call_center,1561,18,0,1,1372.25,85.2,901,1472,0.295,True,0.368
REQ-00000299,CUST-35862,consumer,partner_api,1359,18,0,2,763.33,187.0,735,1373,0.057,True,0.252
REQ-00000300,CUST-85185,small_business,mobile,21,54,4,7,7975.93,3424.7,8,28,0.561,False,0.951
REQ-00000301,CUST-36592,enterprise,partner_api,1360,17,0,0,1229.68,333.7,955,309,0.12,True,0.281
REQ-00000302,CUST-19656,small_business,call_center,40,41,2,3,3586.68,3328.4,6,17,0.579,True,0.776
REQ-00000303,CUST-32792,small_business,call_center,1490,15,0,1,390.86,100.6,1015,2324,0.143,True,0.154
REQ-00000304,CUST-26931,small_business,web,1086,7,0,1,651.88,82.0,781,1309,0.114,True,0.277
REQ-00000305,CUST-88316,small_business,call_center,14,54,3,5,8888.54,3066.7,5,20,0.684,True,0.98
REQ-00000306,CUST-37688,enterprise,mobile,1319,12,0,0,1543.16,234.6,471,1746,0.116,True,0.107
REQ-00000307,CUST-78988,enterprise,web,372,1,0,0,816.08,244.5,1100,731,0.069,True,0.113
REQ-00000308,CUST-41991,consumer,mobile,823,2,0,0,623.39,168.4,600,171,0.101,False,0.203
REQ-00000309,CUST-70892,consumer,call_center,22,30,1,5,3257.62,4145.9,4,18,0.717,False,0.976
REQ-00000310,CUST-77179,consumer,partner_api,1546,4,0,0,615.1,263.8,1034,1440,0.107,True,0.32
REQ-00000311,CUST-40774,enterprise,web,6,24,1,7,8118.7,2727.2,2,25,0.82,True,0.771
REQ-00000312,CUST-90539,consumer,partner_api,1598,6,0,1,823.68,110.3,736,934,0.145,True,0.198
REQ-00000313,CUST-70456,small_business,web,1767,16,1,0,438.94,119.8,241,206,0.23,False,0.296
REQ-00000314,CUST-10203,small_business,call_center,571,14,1,2,464.57,153.8,251,264,0.101,True,0.202
REQ-00000315,CUST-83142,consumer,call_center,223,9,1,2,891.54,270.1,536,1292,0.263,True,0.095
REQ-00000316,CUST-35661,enterprise,partner_api,486,8,0,0,351.91,70.6,781,869,0.308,True,0.225
REQ-00000317,CUST-65088,small_business,web,1543,17,0,0,610.42,90.1,668,373,0.285,True,0.328
REQ-00000318,CUST-78273,enterprise,web,1745,15,1,0,1273.1,122.1,341,156,0.278,True,0.349
REQ-00000319,CUST-49829,consumer,mobile,45,44,2,4,2133.83,2331.1,6,39,0.583,False,0.7
REQ-00000320,CUST-23765,small_business,web,1462,15,0,0,1496.88,286.0,103,907,0.155,True,0.246
REQ-00000321,CUST-29305,small_business,mobile,1103,3,0,0,1588.8,327.2,498,1816,0.144,True,0.107
REQ-00000322,CUST-14161,enterprise,call_center,800,2,0,1,796.38,341.2,517,300,0.061,True,0.445
REQ-00000323,CUST-36934,enterprise,partner_api,218,5,0,0,859.38,233.3,471,1165,0.207,True,0.092
REQ-00000324,CUST-75684,enterprise,partner_api,1292,8,0,0,1606.37,263.8,412,2498,0.193,True,0.177
REQ-00000325,CUST-76371,consumer,mobile,867,8,0,0,532.68,62.5,405,1295,0.157,True,0.24
REQ-00000326,CUST-48520,enterprise,web,1224,4,0,0,1605.04,341.3,1081,733,0.126,False,0.15
REQ-00000327,CUST-67205,consumer,partner_api,9,36,4,7,6751.9,3908.4,3,16,0.966,True,0.743
REQ-00000328,CUST-54625,enterprise,web,1677,5,1,2,1655.0,292.1,1012,333,0.284,True,0.278
REQ-00000329,CUST-56636,enterprise,partner_api,1254,16,1,2,321.83,85.7,597,2349,0.306,False,0.12
REQ-00000330,CUST-27307,enterprise,web,1512,14,0,1,1429.31,165.6,609,2198,0.104,False,0.228
REQ-00000331,CUST-85230,consumer,call_center,994,3,0,0,1785.3,251.5,710,401,0.271,True,0.274
REQ-00000332,CUST-23055,consumer,mobile,8,47,1,7,7310.34,1919.5,8,2,0.901,False,0.819
REQ-00000333,CUST-29585,small_business,web,2,42,2,5,3413.9,838.0,10,40,0.678,False,0.853
REQ-00000334,CUST-57744,enterprise,mobile,1555,3,0,1,633.71,33.0,165,865,0.18,True,0.126
REQ-00000335,CUST-12511,small_business,web,1554,13,1,1,475.6,149.0,195,1153,0.332,True,0.236
REQ-00000336,CUST-83633,enterprise,partner_api,1679,9,0,1,643.24,327.7,734,872,0.219,True,0.447
REQ-00000337,CUST-12340,small_business,partner_api,1723,15,0,1,411.67,263.8,770,1747,0.35,False,0.206
REQ-00000338,CUST-46347,small_business,partner_api,1473,6,0,2,1527.43,199.6,741,2229,0.08,True,0.162
REQ-00000339,CUST-62415,consumer,partner_api,957,13,0,0,686.28,290.7,906,1895,0.348,True,0.352
REQ-00000340,CUST-31173,enterprise,partner_api,595,7,1,2,1736.8,137.4,1004,410,0.102,True,0.425
REQ-00000341,CUST-73009,small_business,call_center,1234,6,0,2,729.44,136.3,170,2214,0.235,True,0.128
REQ-00000342,CUST-56740,small_business,mobile,456,11,0,1,1396.43,277.3,837,1723,0.149,True,0.274
REQ-00000343,CUST-18400,consumer,web,1571,2,0,2,926.76,141.2,303,1554,0.052,False,0.052
REQ-00000344,CUST-67817,consumer,call_center,425,8,0,1,1403.44,244.1,1078,2354,0.091,True,0.241
REQ-00000345,CUST-74806,small_business,mobile,1136,10,0,0,1371.29,171.2,526,1664,0.276,True,0.183
REQ-00000346,CUST-48754,enterprise,mobile,1422,6,0,0,1208.22,109.6,542,1348,0.246,True,0.322
REQ-00000347,CUST-52329,enterprise,web,6,51,3,7,7957.58,2617.7,1,16,0.607,False,0.963
REQ-00000348,CUST-89132,enterprise,mobile,21,32,4,4,3827.21,571.3,9,45,0.941,False,0.883
REQ-00000349,CUST-46852,small_business,mobile,1289,2,0,1,342.25,136.3,1060,187,0.268,True,0.16
REQ-00000350,CUST-93665,small_business,call_center,1664,3,0,0,1198.86,28.5,966,2213,0.342,True,0.412
REQ-00000351,CUST-48747,consumer,mobile,1246,15,0,2,1771.04,167.8,927,1821,0.094,True,0.063
REQ-00000352,CUST-33087,enterprise,mobile,1214,17,0,1,1089.18,275.3,949,1356,0.319,True,0.411
REQ-00000353,CUST-88481,enterprise,call_center,1279,18,0,1,1252.06,215.1,504,1510,0.078,True,0.232
REQ-00000354,CUST-97316,small_business,partner_api,284,18,0,0,1647.32,93.5,879,1128,0.129,True,0.443
REQ-00000355,CUST-51047,small_business,mobile,565,1,0,0,290.06,15.0,1089,1340,0.109,True,0.187
REQ-00000356,CUST-69882,enterprise,call_center,1097,9,0,2,771.65,343.5,774,668,0.315,True,0.069
REQ-00000357,CUST-43981,small_business,partner_api,45,48,2,7,7383.69,4130.2,5,40,0.75,False,0.688
REQ-00000358,CUST-97048,enterprise,web,1151,17,0,1,939.72,248.3,474,1987,0.17,True,0.252
REQ-00000359,CUST-87727,small_business,web,991,15,0,0,1471.19,161.9,679,2486,0.33,True,0.276
REQ-00000360,CUST-33642,consumer,web,2,28,3,7,6819.93,3521.4,4,32,0.788,False,0.733
REQ-00000361,CUST-64852,enterprise,partner_api,1158,4,0,2,663.08,272.3,424,414,0.156,True,0.285
REQ-00000362,CUST-84217,enterprise,web,850,18,1,0,1646.52,160.6,253,134,0.129,True,0.144
REQ-00000363,CUST-39950,consumer,partner_api,255,9,0,0,1380.18,167.0,167,907,0.151,False,0.422
REQ-00000364,CUST-78406,consumer,call_center,1133,1,0,0,1318.74,246.1,737,858,0.254,True,0.323
REQ-00000365,CUST-72823,small_business,web,26,26,4,7,2495.73,1599.6,1,34,0.702,True,0.704
REQ-00000366,CUST-73067,enterprise,mobile,837,14,0,0,390.58,285.6,824,1542,0.176,True,0.159
REQ-00000367,CUST-64290,consumer,call_center,1,22,3,5,6670.54,3906.1,0,16,0.672,False,0.658
REQ-00000368,CUST-83085,small_business,mobile,1059,4,1,0,1759.59,275.1,206,1485,0.093,True,0.294
REQ-00000369,CUST-86312,small_business,mobile,1604,2,1,1,937.95,108.1,439,428,0.164,True,0.119
REQ-00000370,CUST-36443,consumer,call_center,1662,14,0,0,1035.61,138.6,141,1468,0.071,True,0.21
REQ-00000371,CUST-48455,enterprise,partner_api,1047,18,0,0,1156.3,103.5,302,373,0.112,True,0.441
REQ-00000372,CUST-75239,consumer,mobile,255,5,0,1,775.67,236.2,328,1424,0.306,False,0.172
REQ-00000373,CUST-11533,consumer,call_center,210,6,0,0,1214.7,22.5,1094,2067,0.158,True,0.105
REQ-00000374,CUST-49996,small_business,web,1340,9,0,0,1515.39,317.1,946,2013,0.283,True,0.409
REQ-00000375,CUST-82801,enterprise,partner_api,972,10,0,1,1258.15,22.5,118,901,0.116,True,0.436
REQ-00000376,CUST-85367,small_business,mobile,397,17,0,0,372.6,167.5,585,1060,0.134,True,0.071
REQ-00000377,CUST-29727,consumer,partner_api,416,12,0,0,918.14,219.7,630,1659,0.267,True,0.194
REQ-00000378,CUST-54213,enterprise,call_center,744,7,0,2,410.64,7.1,671,626,0.062,True,0.252
REQ-00000379,CUST-65431,consumer,web,1778,13,0,2,1709.53,19.7,498,1764,0.2,True,0.16
REQ-00000380,CUST-34234,enterprise,partner_api,1768,16,0,0,1292.04,171.5,626,1971,0.075,True,0.286
REQ-00000381,CUST-22429,small_business,call_center,1593,13,0,2,1498.03,202.6,272,1720,0.294,True,0.422
REQ-00000382,CUST-67378,small_business,web,596,15,0,2,510.64,289.1,485,427,0.235,True,0.061
REQ-00000383,CUST-10953,enterprise,web,284,11,0,1,1752.08,92.4,757,1239,0.153,True,0.155
REQ-00000384,CUST-86278,enterprise,call_center,714,11,0,0,1639.05,50.3,938,2254,0.317,True,0.137
REQ-00000385,CUST-27620,consumer,call_center,33,25,4,4,5267.1,1544.5,6,2,0.794,False,0.977
REQ-00000386,CUST-34582,enterprise,mobile,26,41,1,7,2455.62,1259.2,9,24,0.73,False,0.963
REQ-00000387,CUST-11507,enterprise,mobile,501,15,0,0,799.35,308.8,160,1765,0.131,True,0.275
REQ-00000388,CUST-25146,enterprise,partner_api,1106,18,0,0,300.86,96.4,960,1790,0.306,True,0.219
REQ-00000389,CUST-14575,enterprise,partner_api,813,2,0,0,1685.5,205.4,1088,1669,0.229,True,0.351
REQ-00000390,CUST-21046,small_business,web,1334,10,1,1,912.27,164.3,791,361,0.3,True,0.437
REQ-00000391,CUST-55019,enterprise,web,1142,1,1,0,1674.32,117.1,871,2419,0.062,True,0.331
REQ-00000392,CUST-43911,small_business,partner_api,1413,15,0,0,1020.98,94.7,305,380,0.149,True,0.037
REQ-00000393,CUST-41735,enterprise,web,1462,10,1,0,677.3,296.8,172,1804,0.246,True,0.421
REQ-00000394,CUST-82074,consumer,mobile,1450,9,1,2,527.72,58.9,1024,333,0.099,True,0.056
REQ-00000395,CUST-56656,enterprise,call_center,18,52,2,4,3806.2,537.6,2,30,0.64,False,0.968
REQ-00000396,CUST-71781,consumer,call_center,1749,17,0,2,1221.55,92.7,1059,242,0.153,True,0.087
REQ-00000397,CUST-18121,consumer,call_center,1097,11,0,0,738.64,154.9,291,1565,0.235,True,0.349
REQ-00000398,CUST-71401,enterprise,mobile,962,14,0,0,970.7,167.9,344,1041,0.256,True,0.414
REQ-00000399,CUST-71130,consumer,partner_api,830,2,0,2,738.88,178.3,508,1370,0.214,True,0.248
REQ-00000400,CUST-42980,consumer,web,18,30,2,3,2775.28,1835.4,1,19,0.729,False,0.658
REQ-00000401,CUST-96013,consumer,call_center,1167,17,1,0,578.38,89.9,733,667,0.285,True,0.227
REQ-00000402,CUST-60717,enterprise,mobile,1373,7,1,2,968.25,103.8,105,1335,0.078,True,0.04
REQ-00000403,CUST-99661,small_business,partner_api,6,22,2,5,5855.43,1759.7,8,21,0.687,False,0.655
REQ-00000404,CUST-37692,small_business,mobile,959,11,0,2,1168.73,152.1,565,494,0.18,True,0.388
REQ-00000405,CUST-67672,enterprise,web,930,17,1,0,1046.3,242.3,356,2499,0.192,False,0.337
REQ-00000406,CUST-47789,enterprise,web,571,18,0,0,1158.84,79.3,1020,595,0.24,True,0.043
REQ-00000407,CUST-68478,enterprise,web,5,43,4,3,6167.83,3496.6,5,13,0.6,False,0.783
REQ-00000408,CUST-53453,enterprise,call_center,1568,10,1,1,428.34,234.3,495,680,0.151,True,0.308
REQ-00000409,CUST-75421,consumer,partner_api,1539,7,0,0,857.24,86.2,816,2289,0.079,True,0.232
REQ-00000410,CUST-70539,consumer,call_center,819,2,0,1,994.16,8.7,119,1702,0.072,True,0.183
REQ-00000411,CUST-64273,enterprise,call_center,271,11,1,0,620.94,343.9,158,2429,0.18,True,0.158
REQ-00000412,CUST-60216,enterprise,call_center,637,15,0,0,1757.8,253.8,375,1749,0.256,True,0.07
REQ-00000413,CUST-57170,enterprise,web,1442,12,0,2,860.11,14.3,524,1984,0.154,False,0.067
REQ-00000414,CUST-94935,small_business,call_center,893,12,0,0,1313.5,183.0,177,548,0.176,True,0.084
REQ-00000415,CUST-57756,enterprise,web,9,29,2,4,7569.47,3759.4,9,6,0.587,True,0.676
REQ-00000416,CUST-21085,enterprise,call_center,900,3,0,0,1595.07,332.9,717,2027,0.299,False,0.085
REQ-00000417,CUST-13771,small_business,web,642,14,0,2,304.63,320.5,189,1780,0.252,True,0.22
REQ-00000418,CUST-86786,consumer,web,1084,10,0,0,629.01,75.2,854,227,0.268,True,0.307
REQ-00000419,CUST-96261,enterprise,web,1590,11,0,0,924.51,272.8,343,1678,0.314,True,0.447
REQ-00000420,CUST-11516,consumer,web,1397,17,0,0,397.46,114.5,585,1371,0.208,True,0.175
REQ-00000421,CUST-35881,enterprise,call_center,517,12,0,2,1667.05,129.7,690,838,0.116,True,0.4
REQ-00000422,CUST-51017,enterprise,partner_api,714,17,0,1,1187.61,172.2,609,2084,0.183,True,0.23
REQ-00000423,CUST-85341,small_business,mobile,0,52,1,3,7777.01,591.0,0,0,0.854,True,0.961
REQ-00000424,CUST-67414,enterprise,web,649,13,1,2,516.99,64.2,1086,307,0.18,True,0.16
REQ-00000425,CUST-60555,enterprise,web,21,39,4,5,8867.41,1322.9,4,36,0.723,False,0.969
REQ-00000426,CUST-43284,small_business,call_center,512,14,1,2,1565.98,95.7,1090,2443,0.064,True,0.394
REQ-00000427,CUST-67022,small_business,web,354,10,1,2,1463.49,46.5,819,2295,0.138,True,0.08
REQ-00000428,CUST-11312,small_business,partner_api,651,10,0,0,940.13,212.6,543,674,0.093,True,0.306
REQ-00000429,CUST-14684,small_business,partner_api,43,26,3,5,3417.94,2686.8,6,12,0.957,False,0.802
REQ-00000430,CUST-49264,consumer,mobile,563,18,0,0,970.12,17.0,977,1041,0.262,False,0.314
REQ-00000431,CUST-68689,small_business,mobile,475,16,0,0,890.72,38.8,655,1699,0.198,True,0.433
REQ-00000432,CUST-56566,consumer,call_center,1317,2,0,2,1448.24,174.3,255,1023,0.312,False,0.392
REQ-00000433,CUST-96008,consumer,call_center,1722,6,0,1,1171.23,57.2,614,1191,0.219,False,0.099
REQ-00000434,CUST-11528,small_business,mobile,40,21,1,3,3580.26,2549.0,6,25,0.621,False,0.91
REQ-00000435,CUST-84685,small_business,call_center,1227,3,1,0,1308.16,265.7,833,629,0.115,True,0.378
REQ-00000436,CUST-84151,enterprise,call_center,433,12,0,2,1420.87,19.8,780,1835,0.251,True,0.103
REQ-00000437,CUST-88845,consumer,partner_api,1763,1,0,0,1377.78,263.1,683,1971,0.289,True,0.284
REQ-00000438,CUST-84521,consumer,mobile,921,18,0,0,1523.99,23.5,711,2497,0.055,True,0.297
REQ-00000439,CUST-66247,small_business,call_center,1285,1,0,1,356.5,213.2,206,2074,0.127,True,0.04
REQ-00000440,CUST-44959,small_business,call_center,1707,2,0,2,677.12,231.5,384,1940,0.306,True,0.42
REQ-00000441,CUST-16774,consumer,mobile,235,7,0,0,1175.68,44.8,291,1310,0.325,True,0.213
REQ-00000442,CUST-91629,small_business,call_center,39,28,4,3,7309.0,2929.3,0,0,0.96,False,0.763
REQ-00000443,CUST-30548,consumer,mobile,342,7,0,1,1550.94,192.2,781,1348,0.219,True,0.156
REQ-00000444,CUST-60135,small_business,mobile,1165,8,0,2,530.82,172.0,705,1458,0.161,True,0.386
REQ-00000445,CUST-70510,consumer,partner_api,1309,14,0,0,386.84,76.8,80,359,0.324,True,0.037
REQ-00000446,CUST-70294,consumer,web,1688,15,0,0,1203.22,95.1,988,2437,0.107,False,0.331
REQ-00000447,CUST-38265,enterprise,web,1048,10,1,0,481.92,313.7,135,1481,0.274,True,0.382
REQ-00000448,CUST-61180,small_business,partner_api,501,10,0,0,1668.56,81.9,493,1088,0.324,True,0.375
REQ-00000449,CUST-52669,enterprise,call_center,1363,9,1,2,759.1,221.6,153,874,0.285,True,0.107
REQ-00000450,CUST-13350,enterprise,web,384,13,1,1,467.58,280.7,865,545,0.058,True,0.156
REQ-00000451,CUST-31727,consumer,mobile,1733,12,0,2,1594.59,328.8,648,149,0.339,True,0.154
REQ-00000452,CUST-74399,consumer,call_center,748,12,0,2,1388.54,49.9,1035,1522,0.098,True,0.337
REQ-00000453,CUST-20778,consumer,call_center,45,42,3,7,5979.98,2680.5,0,41,0.838,False,0.713
REQ-00000454,CUST-52131,small_business,call_center,333,15,0,0,297.62,143.9,393,1250,0.231,True,0.092
REQ-00000455,CUST-34148,consumer,mobile,386,7,0,2,1058.11,145.7,221,2080,0.334,False,0.209
REQ-00000456,CUST-36209,enterprise,web,1512,8,0,0,1164.31,219.8,388,1016,0.19,True,0.327
REQ-00000457,CUST-33470,enterprise,call_center,764,15,0,0,1789.41,314.0,126,1891,0.055,True,0.247
REQ-00000458,CUST-93904,consumer,partner_api,1564,17,1,2,485.46,266.4,200,1584,0.068,True,0.269
REQ-00000459,CUST-23852,consumer,partner_api,917,11,0,2,1011.8,293.3,934,1055,0.293,True,0.374
REQ-00000460,CUST-21617,enterprise,call_center,222,10,0,0,468.73,122.9,182,2250,0.338,True,0.425
REQ-00000461,CUST-30637,enterprise,web,1642,8,0,1,1462.41,80.9,1055,2000,0.179,True,0.303
REQ-00000462,CUST-23542,consumer,web,1030,2,1,0,1115.67,259.0,537,585,0.335,True,0.17
REQ-00000463,CUST-28868,enterprise,call_center,1244,1,0,2,1052.84,298.4,770,1884,0.27,True,0.178
REQ-00000464,CUST-97231,enterprise,call_center,19,45,2,7,7105.55,1497.9,4,18,0.817,False,0.864
REQ-00000465,CUST-28661,small_business,partner_api,20,32,3,4,7628.63,2479.1,6,14,0.664,True,0.985
REQ-00000466,CUST-18790,enterprise,call_center,25,33,4,4,7106.39,2021.7,2,44,0.719,True,0.76
REQ-00000467,CUST-97990,small_business,mobile,575,1,1,1,757.08,36.2,209,1065,0.324,True,0.045
REQ-00000468,CUST-46746,enterprise,call_center,32,25,1,3,8733.15,1218.6,10,36,0.905,False,0.888
REQ-00000469,CUST-97214,enterprise,mobile,234,6,0,2,984.74,324.0,401,1375,0.291,True,0.199
REQ-00000470,CUST-34360,enterprise,mobile,1344,4,1,0,1360.66,313.8,351,2200,0.105,True,0.16
REQ-00000471,CUST-31024,small_business,call_center,1719,10,0,1,1220.57,197.2,397,665,0.308,True,0.076
REQ-00000472,CUST-78623,enterprise,partner_api,13,35,3,3,6704.53,1889.6,4,16,0.898,False,0.837
REQ-00000473,CUST-64276,consumer,web,679,18,0,1,329.7,283.4,266,561,0.097,True,0.196
REQ-00000474,CUST-86598,consumer,partner_api,232,17,0,0,1601.13,291.8,904,436,0.296,True,0.341
REQ-00000475,CUST-63308,enterprise,partner_api,1433,18,0,1,299.11,42.7,758,2119,0.083,True,0.215
REQ-00000476,CUST-33771,enterprise,mobile,1182,9,1,0,1269.62,100.1,768,2479,0.332,True,0.416
REQ-00000477,CUST-69831,small_business,partner_api,607,1,0,0,833.76,320.4,382,632,0.114,True,0.054
REQ-00000478,CUST-55506,small_business,mobile,1768,14,0,0,1598.36,173.5,147,2081,0.342,True,0.274
REQ-00000479,CUST-68614,consumer,mobile,1078,10,1,1,1105.23,19.3,342,1099,0.347,True,0.254
REQ-00000480,CUST-28593,consumer,call_center,714,18,1,0,1242.02,240.0,175,2133,0.172,True,0.205
REQ-00000481,CUST-90132,consumer,web,1275,4,0,2,1579.94,65.1,784,1160,0.346,True,0.222
REQ-00000482,CUST-13616,small_business,partner_api,34,23,2,5,7405.9,3239.6,8,36,0.847,False,0.852
REQ-00000483,CUST-50777,enterprise,mobile,28,22,2,7,7585.64,1342.8,4,33,0.688,False,0.862
REQ-00000484,CUST-55575,small_business,mobile,1211,3,0,1,381.35,203.5,168,249,0.117,False,0.144
REQ-00000485,CUST-88001,consumer,partner_api,1182,2,0,2,376.02,62.4,158,2232,0.26,True,0.412
REQ-00000486,CUST-70144,consumer,mobile,1088,14,0,1,333.37,178.0,895,2089,0.161,True,0.239
REQ-00000487,CUST-91556,enterprise,call_center,943,16,0,0,1000.48,296.9,125,352,0.19,True,0.223
REQ-00000488,CUST-67321,consumer,call_center,1386,10,0,0,1333.06,293.3,439,552,0.14,True,0.432
REQ-00000489,CUST-35647,consumer,web,190,10,1,0,843.77,206.4,567,180,0.132,True,0.081
REQ-00000490,CUST-78759,small_business,web,1290,1,0,2,1008.02,13.6,573,2060,0.32,True,0.187
REQ-00000491,CUST-99067,consumer,mobile,33,24,2,5,3567.88,1169.1,6,29,0.904,False,0.862
REQ-00000492,CUST-57896,enterprise,web,1765,17,0,2,1405.5,115.2,767,1943,0.097,True,0.072
REQ-00000493,CUST-82823,small_business,web,1474,14,0,2,1160.21,6.4,80,896,0.215,False,0.384
REQ-00000494,CUST-39614,consumer,call_center,582,7,0,2,1422.49,41.1,484,2111,0.187,True,0.317
REQ-00000495,CUST-57621,small_business,call_center,1322,6,1,0,1634.94,23.4,890,571,0.105,True,0.107
REQ-00000496,CUST-87054,enterprise,call_center,731,3,1,2,1305.35,217.1,105,1896,0.157,True,0.055
REQ-00000497,CUST-59660,consumer,web,1405,11,0,2,1443.96,110.3,1090,2217,0.096,True,0.241
REQ-00000498,CUST-57414,consumer,call_center,42,33,1,5,4271.61,2178.9,7,41,0.876,True,0.921
REQ-00000499,CUST-62457,small_business,partner_api,5,24,2,3,2365.04,3782.1,6,9,0.961,False,0.803
REQ-00000500,CUST-82024,consumer,mobile,4,30,1,4,4846.49,3344.7,3,3,0.842,False,0.856
